                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    157,                0.63243,                0.27607,                0.91704,                0.99801,                0.99871,                0.99402,                0.87542,                0.62398,                0.22413,                0.92165,               0.004852,               0.004852,               0.004852
                    158,                0.63705,                0.27846,                0.91154,                0.99808,                 0.9986,                0.99411,                0.87578,                0.62344,                0.22372,                0.92114,               0.004819,               0.004819,               0.004819
                    159,                0.63559,                0.27702,                0.91635,                0.99808,                 0.9986,                0.99407,                 0.8759,                  0.623,                0.22362,                0.92114,               0.004786,               0.004786,               0.004786
                    160,                0.63254,                0.27646,                0.91542,                0.99808,                 0.9986,                0.99408,                0.87561,                0.62282,                0.22368,                 0.9212,               0.004753,               0.004753,               0.004753
                    161,                0.62997,                0.27432,                0.91623,                0.99801,                0.99865,                0.99409,                0.87602,                0.62239,                0.22359,                0.92127,                0.00472,                0.00472,                0.00472
                    162,                0.63409,                0.27803,                0.92124,                0.99801,                0.99865,                0.99409,                0.87621,                0.62214,                0.22346,                 0.9216,               0.004687,               0.004687,               0.004687
                    163,                0.63002,                0.27373,                0.91904,                0.99802,                0.99861,                0.99402,                0.87576,                0.62185,                0.22332,                0.92184,               0.004654,               0.004654,               0.004654
                    164,                0.63174,                0.27408,                0.91165,                0.99803,                0.99861,                0.99406,                0.87604,                0.62167,                0.22329,                0.92176,               0.004621,               0.004621,               0.004621
                    165,                0.63359,                0.27541,                0.90368,                0.99806,                0.99861,                0.99402,                0.87599,                0.62132,                0.22319,                0.92118,               0.004588,               0.004588,               0.004588
                    166,                0.63021,                0.27325,                0.90382,                0.99808,                0.99861,                0.99402,                0.87625,                0.62119,                0.22307,                0.92064,               0.004555,               0.004555,               0.004555
                    167,                0.63228,                0.27539,                 0.9117,                0.99808,                0.99861,                0.99409,                 0.8764,                0.62083,                0.22282,                0.92038,               0.004522,               0.004522,               0.004522
                    168,                0.63347,                0.27615,                0.90881,                0.99815,                0.99861,                 0.9941,                0.87673,                0.62077,                0.22248,                0.91995,               0.004489,               0.004489,               0.004489
                    169,                0.62961,                0.27306,                0.90912,                0.99811,                0.99861,                0.99411,                0.87671,                0.62037,                0.22239,                 0.9196,               0.004456,               0.004456,               0.004456
                    170,                0.63037,                0.27395,                 0.9134,                0.99813,                0.99861,                0.99404,                0.87676,                0.62019,                0.22228,                0.91955,               0.004423,               0.004423,               0.004423
                    171,                0.63134,                0.27318,                0.91315,                0.99812,                0.99861,                0.99406,                0.87697,                0.62006,                0.22221,                0.91949,                0.00439,                0.00439,                0.00439
                    172,                0.62747,                0.27263,                0.90802,                0.99815,                0.99861,                0.99404,                0.87713,                0.61969,                0.22197,                0.91911,               0.004357,               0.004357,               0.004357
                    173,                 0.6307,                 0.2744,                0.90935,                0.99821,                 0.9986,                0.99409,                0.87697,                 0.6196,                0.22202,                 0.9188,               0.004324,               0.004324,               0.004324
                    174,                0.62554,                0.27016,                0.91546,                0.99808,                0.99861,                 0.9941,                0.87722,                0.61917,                  0.222,                0.91901,               0.004291,               0.004291,               0.004291
                    175,                0.62245,                0.27159,                0.91271,                0.99808,                0.99866,                 0.9941,                0.87709,                0.61909,                0.22186,                0.91935,               0.004258,               0.004258,               0.004258
                    176,                0.62373,                0.26943,                0.90924,                0.99804,                0.99868,                0.99411,                0.87715,                0.61893,                0.22167,                0.91953,               0.004225,               0.004225,               0.004225
                    177,                0.62506,                 0.2702,                0.90827,                0.99806,                0.99874,                0.99401,                0.87744,                 0.6185,                0.22143,                 0.9194,               0.004192,               0.004192,               0.004192
                    178,                0.62526,                0.27197,                0.90804,                0.99804,                0.99874,                0.99401,                 0.8773,                 0.6181,                0.22125,                0.91922,               0.004159,               0.004159,               0.004159
                    179,                0.61822,                0.26848,                0.90954,                0.99803,                0.99874,                 0.9941,                 0.8776,                0.61772,                0.22105,                0.91917,               0.004126,               0.004126,               0.004126
                    180,                0.62384,                0.27057,                0.91663,                  0.998,                0.99874,                 0.9941,                0.87763,                0.61739,                0.22103,                0.91949,               0.004093,               0.004093,               0.004093
                    181,                0.62033,                0.26905,                0.91277,                0.99799,                0.99874,                0.99413,                0.87739,                0.61697,                0.22102,                0.91965,                0.00406,                0.00406,                0.00406
                    182,                0.62022,                0.26804,                0.91148,                0.99781,                0.99894,                0.99413,                0.87749,                0.61678,                0.22081,                0.91971,               0.004027,               0.004027,               0.004027
                    183,                0.62102,                 0.2695,                0.90767,                0.99781,                0.99894,                0.99412,                0.87749,                 0.6165,                0.22044,                 0.9196,               0.003994,               0.003994,               0.003994
                    184,                0.61822,                0.26726,                0.91239,                0.99781,                0.99894,                0.99411,                0.87807,                0.61618,                0.22045,                0.91973,               0.003961,               0.003961,               0.003961
                    185,                0.61794,                0.26877,                0.92342,                0.99782,                0.99893,                0.99411,                0.87801,                0.61579,                0.22047,                0.92028,               0.003928,               0.003928,               0.003928
                    186,                0.61738,                0.26774,                0.90413,                0.99803,                0.99874,                0.99411,                0.87806,                0.61547,                0.22041,                0.91999,               0.003895,               0.003895,               0.003895
                    187,                0.61602,                0.26677,                0.90189,                0.99804,                0.99868,                0.99408,                 0.8782,                0.61525,                0.22029,                0.91957,               0.003862,               0.003862,               0.003862
                    188,                0.61594,                 0.2671,                0.89842,                0.99807,                0.99868,                0.99408,                0.87823,                0.61482,                0.22014,                0.91872,               0.003829,               0.003829,               0.003829
                    189,                0.61703,                0.26806,                0.90642,                0.99806,                0.99868,                0.99407,                 0.8784,                0.61451,                0.21987,                0.91838,               0.003796,               0.003796,               0.003796
                    190,                0.61604,                0.26649,                 0.9036,                0.99803,                0.99868,                0.99409,                0.87854,                0.61426,                0.21991,                  0.918,               0.003763,               0.003763,               0.003763
                    191,                 0.6151,                0.26671,                0.89565,                0.99803,                0.99868,                 0.9941,                0.87859,                 0.6139,                0.21984,                0.91694,                0.00373,                0.00373,                0.00373
                    192,                0.61407,                0.26718,                0.90068,                0.99801,                 0.9987,                0.99406,                0.87899,                0.61308,                0.21965,                0.91608,               0.003697,               0.003697,               0.003697
                    193,                0.61459,                 0.2662,                0.89719,                0.99801,                 0.9987,                0.99405,                0.87895,                0.61264,                0.21945,                0.91536,               0.003664,               0.003664,               0.003664
                    194,                0.61277,                0.26509,                 0.8947,                0.99801,                 0.9987,                0.99399,                0.87906,                0.61225,                0.21946,                0.91431,               0.003631,               0.003631,               0.003631
                    195,                0.61098,                0.26369,                0.89693,                0.99805,                0.99868,                0.99403,                0.87919,                0.61174,                0.21935,                0.91342,               0.003598,               0.003598,               0.003598
                    196,                0.61283,                0.26436,                0.90114,                0.99788,                0.99881,                0.99403,                0.87949,                0.61128,                0.21915,                0.91279,               0.003565,               0.003565,               0.003565
                    197,                0.61513,                0.26677,                0.90693,                0.99808,                0.99868,                0.99409,                0.87938,                0.61119,                0.21918,                0.91278,               0.003532,               0.003532,               0.003532
                    198,                0.61201,                0.26449,                0.89822,                0.99809,                0.99868,                 0.9941,                0.87944,                0.61065,                0.21908,                0.91216,               0.003499,               0.003499,               0.003499
                    199,                 0.6094,                 0.2643,                0.89587,                0.99807,                0.99868,                0.99411,                0.87919,                0.61007,                0.21873,                0.91109,               0.003466,               0.003466,               0.003466
                    200,                0.61025,                0.26415,                0.89802,                0.99782,                 0.9989,                0.99412,                0.87967,                0.60967,                0.21855,                0.91029,               0.003433,               0.003433,               0.003433
                    201,                0.60859,                0.26253,                0.90712,                0.99811,                0.99868,                0.99412,                0.87976,                 0.6092,                0.21821,                0.91018,                 0.0034,                 0.0034,                 0.0034
                    202,                0.60998,                0.26407,                0.90651,                0.99812,                0.99868,                0.99412,                0.87999,                0.60874,                0.21804,                0.91011,               0.003367,               0.003367,               0.003367
                    203,                0.60293,                 0.2605,                   0.91,                0.99812,                0.99868,                0.99412,                0.87997,                0.60827,                0.21775,                0.91031,               0.003334,               0.003334,               0.003334
                    204,                0.60624,                0.25997,                 0.9079,                0.99813,                0.99868,                0.99413,                0.88009,                0.60783,                0.21752,                 0.9102,               0.003301,               0.003301,               0.003301
                    205,                0.60495,                0.25971,                0.90146,                0.99813,                0.99868,                0.99414,                0.88031,                0.60714,                0.21715,                0.90959,               0.003268,               0.003268,               0.003268
                    206,                 0.6082,                0.26146,                0.90428,                0.99817,                0.99868,                0.99415,                0.88065,                0.60647,                 0.2169,                0.90928,               0.003235,               0.003235,               0.003235
                    207,                0.60327,                0.26029,                 0.9035,                0.99817,                0.99868,                0.99413,                0.88067,                0.60595,                0.21652,                 0.9091,               0.003202,               0.003202,               0.003202
                    208,                0.60016,                0.25804,                0.90156,                0.99817,                0.99868,                0.99406,                0.88087,                0.60546,                0.21635,                 0.9089,               0.003169,               0.003169,               0.003169
                    209,                0.60229,                0.25898,                0.89954,                0.99817,                0.99868,                0.99414,                0.88088,                0.60496,                0.21612,                0.90859,               0.003136,               0.003136,               0.003136
                    210,                0.60009,                0.25808,                0.90248,                0.99817,                0.99868,                0.99413,                0.88087,                0.60465,                0.21591,                0.90863,               0.003103,               0.003103,               0.003103
                    211,                0.59868,                0.25896,                0.90495,                0.99823,                0.99874,                0.99408,                0.88067,                0.60401,                0.21589,                0.90867,                0.00307,                0.00307,                0.00307
                    212,                0.60217,                0.25826,                0.90897,                0.99818,                0.99868,                0.99406,                0.88074,                0.60355,                0.21589,                0.90889,               0.003037,               0.003037,               0.003037
                    213,                0.59721,                0.25634,                0.90095,                0.99822,                0.99868,                0.99413,                0.88086,                0.60295,                0.21552,                0.90868,               0.003004,               0.003004,               0.003004
                    214,                0.59986,                 0.2572,                0.90446,                0.99821,                0.99868,                0.99413,                0.88119,                0.60264,                0.21527,                0.90875,               0.002971,               0.002971,               0.002971
                    215,                0.59868,                0.25665,                0.90268,                0.99821,                0.99868,                0.99414,                0.88124,                0.60233,                0.21515,                0.90883,               0.002938,               0.002938,               0.002938
                    216,                 0.5973,                0.25564,                  0.898,                0.99822,                0.99868,                0.99414,                0.88143,                0.60184,                0.21499,                 0.9086,               0.002905,               0.002905,               0.002905
                    217,                0.59384,                0.25416,                0.90056,                0.99822,                0.99868,                0.99415,                0.88173,                0.60115,                0.21486,                0.90849,               0.002872,               0.002872,               0.002872
                    218,                0.59624,                 0.2553,                0.91121,                0.99822,                0.99868,                0.99415,                0.88187,                 0.6004,                0.21483,                 0.9089,               0.002839,               0.002839,               0.002839
                    219,                0.59471,                0.25516,                0.90037,                 0.9982,                0.99868,                0.99414,                0.88191,                0.59991,                0.21458,                0.90881,               0.002806,               0.002806,               0.002806
                    220,                0.59438,                0.25512,                0.89305,                0.99828,                0.99874,                 0.9942,                0.88204,                0.59926,                0.21442,                0.90805,               0.002773,               0.002773,               0.002773
                    221,                0.59342,                0.25411,                0.89622,                 0.9983,                0.99874,                0.99417,                0.88249,                0.59861,                0.21428,                0.90753,                0.00274,                0.00274,                0.00274
                    222,                0.58995,                0.25382,                0.89372,                0.99832,                0.99874,                0.99421,                0.88264,                0.59793,                0.21384,                0.90687,               0.002707,               0.002707,               0.002707
                    223,                0.59088,                0.25201,                0.89568,                0.99832,                0.99874,                0.99422,                0.88279,                0.59725,                0.21363,                 0.9066,               0.002674,               0.002674,               0.002674
                    224,                0.58979,                 0.2534,                0.89367,                0.99834,                0.99874,                 0.9942,                0.88259,                0.59667,                 0.2134,                0.90613,               0.002641,               0.002641,               0.002641
                    225,                0.58732,                 0.2532,                 0.8989,                0.99834,                0.99873,                0.99421,                 0.8829,                0.59606,                0.21327,                0.90611,               0.002608,               0.002608,               0.002608
                    226,                0.58712,                0.25204,                0.90322,                0.99834,                0.99873,                 0.9942,                0.88301,                0.59547,                0.21315,                0.90635,               0.002575,               0.002575,               0.002575
                    227,                0.58658,                 0.2511,                0.90053,                0.99829,                0.99868,                 0.9942,                0.88282,                0.59487,                0.21309,                0.90645,               0.002542,               0.002542,               0.002542
                    228,                0.58625,                 0.2524,                 0.8963,                0.99832,                0.99874,                 0.9942,                0.88324,                0.59419,                0.21284,                0.90636,               0.002509,               0.002509,               0.002509
                    229,                0.58336,                0.25064,                0.90327,                0.99834,                0.99873,                 0.9942,                0.88341,                0.59376,                0.21307,                0.90673,               0.002476,               0.002476,               0.002476
                    230,                0.58294,                0.25102,                0.90869,                0.99833,                0.99874,                0.99418,                0.88338,                0.59313,                0.21301,                 0.9074,               0.002443,               0.002443,               0.002443
                    231,                0.58768,                 0.2518,                0.91121,                0.99828,                0.99874,                0.99409,                0.88375,                0.59262,                0.21308,                0.90814,                0.00241,                0.00241,                0.00241
                    232,                  0.584,                0.24962,                 0.9073,                0.99826,                0.99874,                0.99411,                0.88372,                0.59201,                0.21294,                0.90855,               0.002377,               0.002377,               0.002377
                    233,                0.58288,                0.25024,                0.90883,                0.99827,                0.99874,                0.99417,                0.88379,                0.59141,                0.21289,                0.90887,               0.002344,               0.002344,               0.002344
                    234,                0.57978,                 0.2496,                0.90091,                0.99828,                0.99874,                0.99417,                0.88389,                0.59073,                0.21266,                0.90905,               0.002311,               0.002311,               0.002311
                    235,                0.57947,                0.24767,                0.89755,                0.99828,                0.99874,                0.99419,                0.88418,                 0.5901,                 0.2126,                0.90895,               0.002278,               0.002278,               0.002278
                    236,                0.57917,                0.24788,                0.89282,                0.99828,                0.99871,                0.99418,                0.88422,                0.58939,                0.21236,                0.90855,               0.002245,               0.002245,               0.002245
                    237,                0.57764,                0.24586,                0.89426,                0.99828,                0.99871,                0.99419,                0.88434,                0.58863,                0.21207,                0.90829,               0.002212,               0.002212,               0.002212
                    238,                0.57873,                0.24743,                0.89728,                0.99828,                0.99872,                0.99418,                0.88447,                0.58792,                0.21187,                0.90819,               0.002179,               0.002179,               0.002179
                    239,                0.57537,                0.24552,                0.89525,                0.99828,                0.99871,                0.99418,                0.88464,                0.58719,                0.21167,                0.90793,               0.002146,               0.002146,               0.002146
                    240,                 0.5736,                0.24525,                 0.9002,                0.99828,                0.99867,                0.99419,                0.88489,                0.58666,                 0.2117,                 0.9081,               0.002113,               0.002113,               0.002113
                    241,                0.57293,                0.24497,                0.89802,                0.99823,                0.99861,                0.99419,                0.88511,                0.58602,                0.21163,                0.90821,                0.00208,                0.00208,                0.00208
                    242,                0.57068,                 0.2456,                0.90084,                0.99821,                0.99863,                0.99416,                0.88504,                 0.5851,                0.21145,                0.90842,               0.002047,               0.002047,               0.002047
                    243,                0.57121,                0.24381,                0.89165,                0.99821,                0.99864,                0.99418,                0.88543,                0.58451,                0.21129,                0.90833,               0.002014,               0.002014,               0.002014
                    244,                   0.57,                0.24162,                0.89081,                0.99821,                0.99864,                0.99418,                0.88569,                0.58376,                0.21101,                0.90793,               0.001981,               0.001981,               0.001981
                    245,                 0.5701,                0.24218,                0.89382,                0.99819,                0.99861,                0.99419,                0.88605,                0.58304,                0.21067,                0.90757,               0.001948,               0.001948,               0.001948
                    246,                 0.5696,                0.24199,                 0.8934,                0.99815,                 0.9987,                0.99419,                0.88662,                0.58219,                0.21068,                0.90726,               0.001915,               0.001915,               0.001915
                    247,                 0.5693,                0.24186,                  0.887,                0.99813,                0.99874,                0.99418,                0.88639,                 0.5816,                0.21051,                0.90665,               0.001882,               0.001882,               0.001882
                    248,                0.56224,                0.23876,                0.88513,                0.99811,                0.99874,                 0.9942,                0.88676,                0.58078,                0.21025,                0.90614,               0.001849,               0.001849,               0.001849
                    249,                0.56108,                0.23902,                0.89035,                0.99812,                0.99874,                0.99419,                0.88674,                0.58004,                0.21037,                0.90597,               0.001816,               0.001816,               0.001816
                    250,                0.56283,                0.24062,                0.89051,                0.99812,                0.99874,                0.99418,                0.88717,                 0.5793,                0.21036,                0.90569,               0.001783,               0.001783,               0.001783
                    251,                0.56414,                0.23981,                0.89008,                0.99812,                0.99874,                0.99419,                0.88712,                0.57869,                0.21033,                0.90547,                0.00175,                0.00175,                0.00175
                    252,                0.55881,                0.23833,                 0.8905,                0.99813,                0.99874,                 0.9942,                0.88731,                0.57788,                0.21011,                0.90533,               0.001717,               0.001717,               0.001717
                    253,                0.55949,                0.23716,                 0.8873,                0.99813,                0.99874,                0.99421,                0.88724,                0.57705,                0.20976,                 0.9049,               0.001684,               0.001684,               0.001684
                    254,                0.55903,                0.23769,                0.88282,                0.99813,                0.99874,                0.99421,                0.88775,                0.57627,                0.20965,                0.90415,               0.001651,               0.001651,               0.001651
                    255,                0.55766,                0.23693,                0.88201,                0.99813,                0.99874,                0.99421,                0.88785,                0.57564,                0.20941,                0.90358,               0.001618,               0.001618,               0.001618
                    256,                0.55501,                0.23554,                0.88558,                0.99813,                0.99874,                0.99421,                0.88817,                0.57498,                0.20926,                0.90327,               0.001585,               0.001585,               0.001585
                    257,                0.55593,                0.23592,                0.88665,                0.99813,                0.99874,                0.99421,                0.88849,                0.57427,                0.20922,                0.90296,               0.001552,               0.001552,               0.001552
                    258,                0.55287,                0.23494,                0.88515,                0.99813,                0.99874,                0.99422,                0.88859,                0.57353,                0.20908,                 0.9025,               0.001519,               0.001519,               0.001519
                    259,                0.55411,                0.23616,                0.89409,                 0.9981,                0.99874,                0.99423,                0.88902,                 0.5727,                0.20884,                0.90258,               0.001486,               0.001486,               0.001486
                    260,                 0.5503,                0.23466,                0.88932,                0.99806,                0.99874,                0.99423,                0.88878,                0.57207,                0.20873,                0.90274,               0.001453,               0.001453,               0.001453
                    261,                0.54836,                0.23299,                0.88852,                0.99806,                0.99874,                0.99423,                0.88901,                0.57141,                0.20853,                0.90276,                0.00142,                0.00142,                0.00142
                    262,                0.54724,                0.23234,                0.88708,                0.99805,                0.99874,                0.99423,                0.88948,                0.57065,                0.20852,                0.90268,               0.001387,               0.001387,               0.001387
                    263,                0.54878,                0.23137,                0.88788,                0.99807,                0.99874,                0.99424,                0.88958,                0.56979,                0.20826,                0.90254,               0.001354,               0.001354,               0.001354
                    264,                0.54337,                0.23153,                 0.8875,                0.99811,                0.99874,                0.99423,                0.88947,                0.56907,                0.20816,                0.90263,               0.001321,               0.001321,               0.001321
                    265,                0.54409,                 0.2315,                0.88834,                0.99814,                0.99874,                0.99422,                0.89019,                0.56831,                0.20801,                0.90274,               0.001288,               0.001288,               0.001288
                    266,                0.54619,                0.23179,                0.88308,                0.99808,                0.99873,                0.99422,                0.89028,                0.56741,                0.20772,                 0.9024,               0.001255,               0.001255,               0.001255
                    267,                0.54444,                0.22952,                 0.8833,                0.99807,                0.99874,                0.99421,                0.89056,                 0.5666,                0.20759,                0.90211,               0.001222,               0.001222,               0.001222
                    268,                 0.5421,                0.22922,                0.88363,                0.99799,                0.99874,                0.99417,                0.89051,                 0.5659,                0.20725,                0.90188,               0.001189,               0.001189,               0.001189
                    269,                0.54096,                 0.2293,                0.88235,                0.99799,                0.99874,                0.99418,                0.89069,                0.56502,                0.20712,                0.90159,               0.001156,               0.001156,               0.001156
                    270,                0.53904,                0.22985,                0.88261,                0.99798,                0.99874,                0.99419,                0.89091,                0.56429,                0.20696,                 0.9014,               0.001123,               0.001123,               0.001123
                    271,                0.53747,                0.22936,                0.88144,                0.99797,                0.99874,                 0.9942,                0.89135,                0.56344,                0.20686,                0.90109,                0.00109,                0.00109,                0.00109
                    272,                0.53518,                0.22627,                0.88026,                0.99795,                0.99874,                 0.9942,                 0.8914,                0.56256,                0.20672,                 0.9007,               0.001057,               0.001057,               0.001057
                    273,                0.53646,                0.22795,                0.87931,                0.99815,                0.99855,                0.99425,                0.89143,                0.56157,                0.20634,                0.90022,               0.001024,               0.001024,               0.001024
                    274,                0.53242,                0.22506,                0.87559,                0.99799,                0.99874,                0.99426,                0.89175,                0.56082,                0.20626,                0.89981,               0.000991,               0.000991,               0.000991
                    275,                0.53044,                0.22474,                0.87866,                0.99823,                0.99861,                0.99426,                0.89224,                0.55983,                0.20595,                0.89933,               0.000958,               0.000958,               0.000958
                    276,                0.52793,                0.22381,                0.88068,                0.99806,                0.99868,                0.99427,                0.89248,                0.55892,                0.20568,                0.89912,               0.000925,               0.000925,               0.000925
                    277,                0.53021,                0.22556,                0.87907,                0.99812,                0.99868,                0.99427,                0.89264,                0.55799,                0.20554,                0.89888,               0.000892,               0.000892,               0.000892
                    278,                0.52612,                0.22282,                0.87659,                0.99813,                0.99868,                0.99427,                0.89266,                 0.5571,                 0.2054,                0.89854,               0.000859,               0.000859,               0.000859
                    279,                0.52776,                0.22415,                0.87948,                0.99813,                0.99868,                0.99427,                0.89281,                0.55623,                0.20525,                0.89825,               0.000826,               0.000826,               0.000826
                    280,                0.52218,                0.22136,                0.87712,                0.99812,                0.99881,                0.99427,                0.89349,                0.55523,                0.20505,                0.89789,               0.000793,               0.000793,               0.000793
                    281,                0.52229,                0.22157,                0.87755,                0.99813,                0.99861,                0.99426,                0.89336,                0.55435,                0.20496,                 0.8976,                0.00076,                0.00076,                0.00076
                    282,                0.52275,                0.21945,                0.87603,                0.99815,                0.99861,                0.99427,                0.89363,                 0.5534,                 0.2047,                0.89725,               0.000727,               0.000727,               0.000727
                    283,                0.51918,                0.21795,                0.87467,                0.99811,                0.99868,                0.99428,                0.89399,                0.55231,                0.20443,                0.89686,               0.000694,               0.000694,               0.000694
                    284,                0.51904,                0.21937,                0.87433,                0.99814,                0.99868,                0.99427,                0.89425,                0.55131,                0.20416,                0.89644,               0.000661,               0.000661,               0.000661
                    285,                0.51658,                0.21775,                  0.876,                0.99817,                0.99868,                0.99427,                0.89478,                0.55038,                0.20389,                0.89615,               0.000628,               0.000628,               0.000628
                    286,                 0.5151,                0.21697,                0.87112,                0.99819,                0.99868,                0.99428,                0.89464,                0.54935,                0.20374,                0.89565,               0.000595,               0.000595,               0.000595
                    287,                0.51149,                0.21621,                0.86828,                0.99815,                0.99861,                0.99427,                0.89498,                0.54842,                0.20336,                0.89498,               0.000562,               0.000562,               0.000562
                    288,                0.51497,                 0.2161,                0.86772,                0.99828,                 0.9986,                0.99428,                0.89513,                0.54754,                0.20311,                0.89428,               0.000529,               0.000529,               0.000529
                    289,                0.51236,                0.21607,                0.86887,                0.99808,                0.99868,                0.99428,                0.89548,                0.54655,                0.20282,                0.89355,               0.000496,               0.000496,               0.000496
                    290,                0.51048,                0.21513,                0.86961,                0.99808,                0.99876,                0.99428,                0.89556,                0.54562,                0.20258,                0.89302,               0.000463,               0.000463,               0.000463
                    291,                 0.5083,                0.21416,                0.87101,                0.99808,                0.99876,                0.99428,                0.89574,                0.54472,                0.20217,                0.89251,                0.00043,                0.00043,                0.00043
                    292,                0.51067,                0.21362,                0.86954,                0.99801,                0.99881,                0.99428,                0.89616,                 0.5438,                0.20194,                0.89204,               0.000397,               0.000397,               0.000397
                    293,                0.50962,                0.21375,                0.87016,                0.99801,                0.99874,                0.99427,                0.89648,                 0.5428,                 0.2015,                0.89143,               0.000364,               0.000364,               0.000364
                    294,                0.50232,                0.21132,                0.86693,                0.99796,                0.99868,                0.99428,                0.89659,                0.54183,                0.20118,                0.89076,               0.000331,               0.000331,               0.000331
                    295,                0.50004,                0.20986,                 0.8667,                0.99783,                0.99881,                0.99428,                 0.8966,                0.54102,                 0.2009,                0.89017,               0.000298,               0.000298,               0.000298
                    296,                 0.5015,                   0.21,                0.86623,                0.99784,                0.99881,                0.99428,                0.89679,                0.54014,                0.20059,                0.88956,               0.000265,               0.000265,               0.000265
                    297,                0.50085,                 0.2097,                0.86609,                0.99784,                0.99881,                0.99428,                0.89715,                0.53917,                 0.2002,                0.88897,               0.000232,               0.000232,               0.000232
                    298,                0.49922,                0.21006,                0.86526,                0.99778,                0.99881,                0.99426,                0.89739,                0.53834,                0.20005,                0.88847,               0.000199,               0.000199,               0.000199
                    299,                0.49533,                0.20765,                0.86547,                0.99818,                0.99841,                0.99428,                0.89754,                0.53746,                0.19979,                0.88792,               0.000166,               0.000166,               0.000166
